front,front_delta,front_right,front_right_delta,rear_right,rear_right_delta,mode1,mode2,mode3,mode4,mode5,prev_mode1,prev_mode2,prev_mode3,prev_mode4,prev_mode5
65,1,48,0,93,0,0,0,1,0,0,0,0,1,0,0,
400,335,47,-1,87,-6,0,0,1,0,0,0,0,1,0,0,
62,-338,46,-1,96,9,0,0,1,0,0,0,0,1,0,0,
400,338,44,-2,97,1,0,0,0,1,0,0,0,1,0,0,
57,-343,44,0,99,2,0,0,0,1,0,0,0,0,1,0,
56,-1,41,-3,104,5,0,0,0,1,0,0,0,0,1,0,
51,-5,40,-1,106,2,0,0,0,1,0,0,0,0,1,0,
49,-2,39,-1,107,1,0,0,1,0,0,0,0,0,1,0,
41,-8,36,-3,109,2,0,1,0,0,0,0,0,1,0,0,
38,-3,35,-1,108,-1,0,1,0,0,0,0,1,0,0,0,
37,-1,34,-1,104,-4,0,1,0,0,0,0,1,0,0,0,
56,19,32,-2,107,3,0,1,0,0,0,0,1,0,0,0,
400,344,31,-1,101,-6,0,1,0,0,0,0,1,0,0,0,
400,0,30,-1,50,-51,0,0,1,0,0,0,1,0,0,0,
224,-176,31,1,50,0,0,0,1,0,0,0,0,1,0,0,
400,176,31,0,54,4,0,1,0,0,0,0,0,1,0,0,
400,0,30,-1,53,-1,0,1,0,0,0,0,1,0,0,0,
400,0,32,2,36,-17,0,0,1,0,0,0,1,0,0,0,
400,0,36,4,36,0,0,0,1,0,0,0,0,1,0,0,
400,0,400,364,36,0,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,36,0,0,0,1,0,0,0,0,1,0,0,
400,0,36,-364,33,-3,0,0,1,0,0,0,0,1,0,0,
400,0,400,364,121,88,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,51,-70,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,36,-15,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,37,1,0,0,0,1,0,0,0,1,0,0,
400,0,400,0,61,24,0,0,0,1,0,0,0,0,1,0,
400,0,400,0,63,2,0,0,0,1,0,0,0,0,1,0,
400,0,400,0,66,3,0,0,0,1,0,0,0,0,1,0,
400,0,400,0,69,3,0,0,0,1,0,0,0,0,1,0,
400,0,400,0,109,40,0,0,1,0,0,0,0,0,1,0,
400,0,400,0,107,-2,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,109,2,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,111,2,0,0,1,0,0,0,0,1,0,0,
400,0,400,0,112,1,0,0,0,1,0,0,0,1,0,0,
400,0,400,0,114,2,0,0,0,1,0,0,0,0,1,0,
400,0,400,0,117,3,0,0,0,1,0,0,0,0,1,0,
400,0,59,-341,119,2,0,0,1,0,0,0,0,0,1,0,
400,0,36,-23,120,1,0,0,1,0,0,0,0,1,0,0,
400,0,36,0,124,4,0,0,1,0,0,0,0,1,0,0,
400,0,37,1,400,276,0,0,1,0,0,0,0,1,0,0,
400,0,36,-1,400,0,0,0,0,1,0,0,0,1,0,0,
400,0,37,1,34,-366,0,0,1,0,0,0,0,0,1,0,
400,0,35,-2,36,2,0,0,1,0,0,0,0,1,0,0,
400,0,34,-1,400,364,0,0,1,0,0,0,0,1,0,0,
400,0,34,0,37,-363,0,0,1,0,0,0,0,1,0,0,
400,0,34,0,400,363,0,0,1,0,0,0,0,1,0,0,
400,0,33,-1,36,-364,0,0,1,0,0,0,0,1,0,0,